hostname,data.T,data.P,data.H,sensed_at
machine01,27.76,980.737,59.452,2021/08/20 03:12:15
machine03,27.97,980.768,60.104,2021/08/20 03:12:17
machine02,27.17,980.528,62.661,2021/08/20 03:12:19
machine01,27.76,980.751,59.464,2021/08/20 03:12:20
machine03,27.97,980.733,60.104,2021/08/20 03:12:22
machine02,27.16,980.539,62.694,2021/08/20 03:12:24
machine01,27.77,980.791,59.466,2021/08/20 03:12:25
machine03,27.96,980.728,60.068,2021/08/20 03:12:27
machine02,27.17,980.533,62.694,2021/08/20 03:12:29
machine01,27.76,980.728,59.464,2021/08/20 03:12:30
machine03,27.97,980.747,60.116,2021/08/20 03:12:32
machine02,27.15,980.516,62.67,2021/08/20 03:12:34
machine01,27.76,980.746,59.452,2021/08/20 03:12:35
machine03,27.96,980.72,60.127,2021/08/20 03:12:37
machine02,27.14,980.53,62.727,2021/08/20 03:12:39
machine01,27.76,980.748,59.464,2021/08/20 03:12:40
machine03,27.96,980.733,60.197,2021/08/20 03:12:42
machine02,27.12,980.533,62.771,2021/08/20 03:12:44
machine01,27.76,980.748,59.464,2021/08/20 03:12:45
machine03,27.96,980.731,60.149,2021/08/20 03:12:47
machine02,27.12,980.53,62.771,2021/08/20 03:12:49
machine01,27.75,980.756,59.462,2021/08/20 03:12:50
machine03,27.96,980.751,60.126,2021/08/20 03:12:52
machine02,27.12,980.536,62.759,2021/08/20 03:12:54
machine01,27.76,980.741,59.464,2021/08/20 03:12:55
machine03,27.97,980.724,60.14,2021/08/20 03:12:57
machine02,27.12,980.528,62.782,2021/08/20 03:12:59
machine01,27.76,980.742,59.464,2021/08/20 03:13:00
machine03,27.97,980.733,60.116,2021/08/20 03:13:02
machine02,27.13,980.517,62.796,2021/08/20 03:13:04
machine01,27.76,980.746,59.464,2021/08/20 03:13:05
machine03,27.98,980.742,60.128,2021/08/20 03:13:07
machine02,27.15,980.536,62.775,2021/08/20 03:13:09
machine01,27.76,980.768,59.465,2021/08/20 03:13:10
machine03,27.96,980.744,60.139,2021/08/20 03:13:12
machine02,27.14,980.54,62.738,2021/08/20 03:13:14
machine01,27.76,980.726,59.464,2021/08/20 03:13:15
machine03,27.97,980.727,60.081,2021/08/20 03:13:17
machine02,27.14,980.509,62.715,2021/08/20 03:13:19
machine01,27.75,980.742,59.464,2021/08/20 03:13:20
machine03,27.97,980.719,60.069,2021/08/20 03:13:22
machine02,27.17,980.531,62.695,2021/08/20 03:13:24
machine01,27.76,980.739,59.476,2021/08/20 03:13:25
machine03,27.97,980.741,60.104,2021/08/20 03:13:27
machine02,27.18,980.535,62.639,2021/08/20 03:13:29
machine01,27.75,980.742,59.462,2021/08/20 03:13:30
machine03,27.99,980.718,60.061,2021/08/20 03:13:32
machine02,27.16,980.535,62.694,2021/08/20 03:13:34
machine01,27.75,980.743,59.462,2021/08/20 03:13:35
machine03,28.01,980.744,60.003,2021/08/20 03:13:37
machine02,27.17,980.511,62.661,2021/08/20 03:13:39
machine01,27.76,980.751,59.464,2021/08/20 03:13:40
machine03,28.01,980.732,60.016,2021/08/20 03:13:42
machine02,27.18,980.545,62.638,2021/08/20 03:13:44
machine01,27.75,980.742,59.475,2021/08/20 03:13:45
machine03,28.01,980.714,60.026,2021/08/20 03:13:47
machine02,27.16,980.537,62.636,2021/08/20 03:13:49
machine01,27.75,980.745,59.464,2021/08/20 03:13:50
machine03,28,980.712,59.979,2021/08/20 03:13:52
machine02,27.17,980.571,62.66,2021/08/20 03:13:54
machine01,27.76,980.719,59.476,2021/08/20 03:13:55
machine03,27.99,980.727,60.026,2021/08/20 03:13:57
machine02,27.15,980.545,62.692,2021/08/20 03:13:59
machine01,27.76,980.717,59.487,2021/08/20 03:14:00
machine03,27.97,980.733,60.081,2021/08/20 03:14:02
machine02,27.13,980.531,62.737,2021/08/20 03:14:04
machine01,27.75,980.759,59.475,2021/08/20 03:14:05
machine03,27.97,980.71,60.059,2021/08/20 03:14:07
machine02,27.12,980.524,62.83,2021/08/20 03:14:09
machine01,27.75,980.715,59.51,2021/08/20 03:14:10
machine03,27.97,980.731,60.104,2021/08/20 03:14:12
machine02,27.11,980.524,62.804,2021/08/20 03:14:14
machine01,27.75,980.72,59.486,2021/08/20 03:14:15
machine03,27.96,980.743,60.104,2021/08/20 03:14:17
machine02,27.1,980.518,62.815,2021/08/20 03:14:19
machine01,27.76,980.742,59.476,2021/08/20 03:14:20
machine03,27.96,980.737,60.103,2021/08/20 03:14:22
machine02,27.12,980.513,62.759,2021/08/20 03:14:24
machine01,27.76,980.736,59.477,2021/08/20 03:14:25
machine03,27.95,980.732,60.126,2021/08/20 03:14:27
machine02,27.11,980.547,62.806,2021/08/20 03:14:29
machine01,27.75,980.737,59.487,2021/08/20 03:14:30
machine03,27.95,980.723,60.161,2021/08/20 03:14:32
machine02,27.15,980.556,62.705,2021/08/20 03:14:34
machine01,27.75,980.717,59.487,2021/08/20 03:14:35
machine03,27.95,980.748,60.173,2021/08/20 03:14:37
machine02,27.15,980.546,62.682,2021/08/20 03:14:39
machine01,27.75,980.71,59.487,2021/08/20 03:14:40
machine03,27.95,980.718,60.184,2021/08/20 03:14:42
machine02,27.16,980.521,62.647,2021/08/20 03:14:44
machine01,27.75,980.715,59.486,2021/08/20 03:14:45
machine03,27.96,980.727,60.138,2021/08/20 03:14:47
machine02,27.16,980.536,62.683,2021/08/20 03:14:49
machine01,27.75,980.724,59.475,2021/08/20 03:14:50
machine03,27.95,980.682,60.114,2021/08/20 03:14:52
machine02,27.16,980.558,62.694,2021/08/20 03:14:54
machine01,27.76,980.737,59.476,2021/08/20 03:14:55
machine03,27.95,980.74,60.126,2021/08/20 03:14:57
machine02,27.16,980.523,62.694,2021/08/20 03:14:59
machine01,27.75,980.717,59.476,2021/08/20 03:15:00
machine03,27.94,980.71,60.207,2021/08/20 03:15:02
machine02,27.15,980.527,62.692,2021/08/20 03:15:04
machine01,27.76,980.733,59.476,2021/08/20 03:15:05
machine03,27.96,980.734,60.138,2021/08/20 03:15:07
machine02,27.15,980.55,62.717,2021/08/20 03:15:09
machine01,27.75,980.759,59.475,2021/08/20 03:15:10
machine03,27.95,980.721,60.114,2021/08/20 03:15:12
machine02,27.15,980.559,62.727,2021/08/20 03:15:14
machine01,27.75,980.727,59.462,2021/08/20 03:15:15
machine03,27.96,980.719,60.161,2021/08/20 03:15:17
machine02,27.13,980.553,62.772,2021/08/20 03:15:19
machine01,27.76,980.767,59.476,2021/08/20 03:15:20
machine03,27.95,980.715,60.161,2021/08/20 03:15:22
machine02,27.12,980.541,62.76,2021/08/20 03:15:24
machine01,27.75,980.761,59.475,2021/08/20 03:15:25
machine03,27.94,980.712,60.195,2021/08/20 03:15:27
machine02,27.14,980.578,62.784,2021/08/20 03:15:29
machine01,27.75,980.752,59.475,2021/08/20 03:15:30
machine03,27.94,980.731,60.182,2021/08/20 03:15:32
machine02,27.11,980.539,62.806,2021/08/20 03:15:34
machine01,27.75,980.747,59.476,2021/08/20 03:15:35
machine03,27.93,980.73,60.192,2021/08/20 03:15:37
machine02,27.1,980.546,62.873,2021/08/20 03:15:39
machine01,27.76,980.753,59.476,2021/08/20 03:15:40
machine03,27.92,980.707,60.204,2021/08/20 03:15:42
machine02,27.09,980.507,62.86,2021/08/20 03:15:44
machine01,27.76,980.746,59.464,2021/08/20 03:15:45
machine03,27.93,980.749,60.204,2021/08/20 03:15:47
machine02,27.1,980.542,62.873,2021/08/20 03:15:49
machine01,27.76,980.732,59.476,2021/08/20 03:15:50
machine03,27.92,980.719,60.216,2021/08/20 03:15:52
machine02,27.11,980.511,62.829,2021/08/20 03:15:54
machine01,27.75,980.761,59.476,2021/08/20 03:15:55
machine03,27.93,980.702,60.228,2021/08/20 03:15:57
machine02,27.1,980.5,62.826,2021/08/20 03:15:59
machine01,27.75,980.727,59.475,2021/08/20 03:16:00
machine03,27.93,980.724,60.228,2021/08/20 03:16:02
machine02,27.1,980.521,62.838,2021/08/20 03:16:04
machine01,27.75,980.727,59.475,2021/08/20 03:16:05
machine03,27.95,980.712,60.161,2021/08/20 03:16:07
machine02,27.1,980.545,62.839,2021/08/20 03:16:09
machine01,27.75,980.729,59.475,2021/08/20 03:16:10
machine03,27.95,980.686,60.185,2021/08/20 03:16:12
machine02,27.12,980.548,62.794,2021/08/20 03:16:14
machine01,27.75,980.727,59.486,2021/08/20 03:16:15
machine03,27.97,980.72,60.15,2021/08/20 03:16:17
machine02,27.1,980.526,62.839,2021/08/20 03:16:19
machine01,27.75,980.747,59.486,2021/08/20 03:16:20
machine03,27.97,980.713,60.151,2021/08/20 03:16:22
machine02,27.11,980.525,62.839,2021/08/20 03:16:24
machine01,27.75,980.765,59.486,2021/08/20 03:16:25
machine03,27.98,980.712,60.081,2021/08/20 03:16:27
machine02,27.11,980.553,62.897,2021/08/20 03:16:29
machine01,27.75,980.74,59.475,2021/08/20 03:16:30
machine03,27.98,980.718,60.081,2021/08/20 03:16:32
machine02,27.13,980.544,62.831,2021/08/20 03:16:34
machine01,27.75,980.772,59.475,2021/08/20 03:16:35
machine03,27.97,980.737,60.081,2021/08/20 03:16:37
machine02,27.15,980.543,62.785,2021/08/20 03:16:39
machine01,27.75,980.741,59.486,2021/08/20 03:16:40
machine03,27.97,980.695,60.093,2021/08/20 03:16:42
machine02,27.14,980.542,62.749,2021/08/20 03:16:44
machine01,27.74,980.732,59.475,2021/08/20 03:16:45
machine03,27.97,980.708,60.046,2021/08/20 03:16:47
machine02,27.15,980.56,62.717,2021/08/20 03:16:49
machine01,27.75,980.716,59.486,2021/08/20 03:16:50
machine03,27.98,980.726,60.081,2021/08/20 03:16:52
machine02,27.17,980.568,62.683,2021/08/20 03:16:54
machine01,27.76,980.762,59.487,2021/08/20 03:16:55
machine03,27.98,980.744,60.048,2021/08/20 03:16:57
machine02,27.18,980.561,62.616,2021/08/20 03:16:59
machine01,27.75,980.764,59.475,2021/08/20 03:17:00
machine03,27.98,980.726,60.048,2021/08/20 03:17:02
machine02,27.2,980.541,62.582,2021/08/20 03:17:04
machine01,27.75,980.758,59.486,2021/08/20 03:17:05
machine03,27.97,980.71,60.069,2021/08/20 03:17:07
machine02,27.19,980.567,62.593,2021/08/20 03:17:09
machine01,27.75,980.755,59.486,2021/08/20 03:17:10
machine03,27.97,980.725,60.08,2021/08/20 03:17:12
machine02,27.18,980.517,62.58,2021/08/20 03:17:14
machine01,27.75,980.757,59.475,2021/08/20 03:17:15
machine03,27.96,980.74,60.126,2021/08/20 03:17:17
machine02,27.18,980.563,62.626,2021/08/20 03:17:19
machine01,27.75,980.77,59.486,2021/08/20 03:17:20
machine03,27.96,980.735,60.115,2021/08/20 03:17:22
machine02,27.17,980.554,62.613,2021/08/20 03:17:24
machine01,27.75,980.757,59.475,2021/08/20 03:17:25
machine03,27.95,980.712,60.161,2021/08/20 03:17:27
machine02,27.18,980.555,62.58,2021/08/20 03:17:29
machine01,27.75,980.758,59.486,2021/08/20 03:17:30
machine03,27.96,980.718,60.126,2021/08/20 03:17:32
machine02,27.17,980.532,62.647,2021/08/20 03:17:34
machine01,27.75,980.765,59.486,2021/08/20 03:17:35
machine03,27.96,980.749,60.138,2021/08/20 03:17:37
machine02,27.18,980.533,62.593,2021/08/20 03:17:39
machine01,27.75,980.766,59.475,2021/08/20 03:17:40
machine03,27.95,980.705,60.114,2021/08/20 03:17:42
machine02,27.2,980.572,62.536,2021/08/20 03:17:44
machine01,27.76,980.774,59.476,2021/08/20 03:17:45
machine03,27.95,980.71,60.138,2021/08/20 03:17:47
machine02,27.2,980.585,62.523,2021/08/20 03:17:49
machine01,27.76,980.733,59.476,2021/08/20 03:17:50
machine03,27.96,980.715,60.115,2021/08/20 03:17:52
machine02,27.18,980.525,62.568,2021/08/20 03:17:54
machine01,27.75,980.728,59.476,2021/08/20 03:17:55
machine03,27.97,980.73,60.092,2021/08/20 03:17:57
machine02,27.18,980.534,62.579,2021/08/20 03:17:59
machine01,27.75,980.716,59.45,2021/08/20 03:18:00
machine03,27.96,980.743,60.15,2021/08/20 03:18:02
machine02,27.19,980.55,62.568,2021/08/20 03:18:04
machine01,27.75,980.727,59.475,2021/08/20 03:18:05
machine03,27.96,980.72,60.126,2021/08/20 03:18:07
machine02,27.19,980.538,62.557,2021/08/20 03:18:09
machine01,27.75,980.729,59.475,2021/08/20 03:18:10
machine03,27.96,980.741,60.149,2021/08/20 03:18:12
machine02,27.19,980.559,62.568,2021/08/20 03:18:14
machine01,27.75,980.77,59.475,2021/08/20 03:18:15
machine03,27.94,980.734,60.148,2021/08/20 03:18:17
machine02,27.17,980.576,62.624,2021/08/20 03:18:19
machine01,27.75,980.752,59.475,2021/08/20 03:18:20
machine03,27.95,980.722,60.103,2021/08/20 03:18:22
machine02,27.16,980.555,62.683,2021/08/20 03:18:24
machine01,27.76,980.753,59.476,2021/08/20 03:18:25
machine03,27.95,980.71,60.126,2021/08/20 03:18:27
machine02,27.15,980.557,62.74,2021/08/20 03:18:29
machine01,27.75,980.749,59.476,2021/08/20 03:18:30
machine03,27.95,980.724,60.173,2021/08/20 03:18:32
machine02,27.15,980.55,62.729,2021/08/20 03:18:34
machine01,27.75,980.753,59.476,2021/08/20 03:18:35
machine03,27.95,980.697,60.126,2021/08/20 03:18:37
machine02,27.17,980.543,62.718,2021/08/20 03:18:39
machine01,27.75,980.744,59.476,2021/08/20 03:18:40
machine03,27.94,980.695,60.184,2021/08/20 03:18:42
machine02,27.14,980.518,62.727,2021/08/20 03:18:44
machine01,27.74,980.741,59.475,2021/08/20 03:18:45
machine03,27.95,980.703,60.125,2021/08/20 03:18:47
machine02,27.13,980.534,62.761,2021/08/20 03:18:49
machine01,27.75,980.72,59.475,2021/08/20 03:18:50
machine03,27.94,980.721,60.146,2021/08/20 03:18:52
machine02,27.13,980.547,62.761,2021/08/20 03:18:54
machine01,27.75,980.715,59.486,2021/08/20 03:18:55
machine03,27.95,980.704,60.149,2021/08/20 03:18:57
machine02,27.16,980.568,62.729,2021/08/20 03:18:59
machine01,27.75,980.756,59.476,2021/08/20 03:19:00
machine03,27.94,980.709,60.125,2021/08/20 03:19:02
machine02,27.15,980.545,62.717,2021/08/20 03:19:04
machine01,27.76,980.756,59.464,2021/08/20 03:19:05
machine03,27.96,980.724,60.126,2021/08/20 03:19:07
machine02,27.15,980.555,62.787,2021/08/20 03:19:09
machine01,27.75,980.754,59.475,2021/08/20 03:19:10
machine03,27.95,980.712,60.173,2021/08/20 03:19:12
machine02,27.15,980.533,62.773,2021/08/20 03:19:14
machine01,27.75,980.759,59.475,2021/08/20 03:19:15
machine03,27.94,980.712,60.16,2021/08/20 03:19:17
machine02,27.16,980.547,62.694,2021/08/20 03:19:19
machine01,27.75,980.74,59.475,2021/08/20 03:19:20
machine03,27.94,980.705,60.148,2021/08/20 03:19:22
machine02,27.17,980.533,62.671,2021/08/20 03:19:24
machine01,27.75,980.757,59.475,2021/08/20 03:19:25
machine03,27.93,980.681,60.169,2021/08/20 03:19:27
machine02,27.16,980.538,62.729,2021/08/20 03:19:29
machine01,27.74,980.729,59.486,2021/08/20 03:19:30
machine03,27.95,980.693,60.138,2021/08/20 03:19:32
machine02,27.14,980.543,62.714,2021/08/20 03:19:34
machine01,27.74,980.746,59.475,2021/08/20 03:19:35
machine03,27.94,980.703,60.125,2021/08/20 03:19:37
machine02,27.14,980.501,62.737,2021/08/20 03:19:39
machine01,27.75,980.702,59.475,2021/08/20 03:19:40
machine03,27.95,980.698,60.114,2021/08/20 03:19:42
machine02,27.12,980.537,62.759,2021/08/20 03:19:44
machine01,27.75,980.73,59.476,2021/08/20 03:19:45
machine03,27.94,980.71,60.16,2021/08/20 03:19:47
machine02,27.12,980.512,62.771,2021/08/20 03:19:49
machine01,27.75,980.74,59.486,2021/08/20 03:19:50
machine03,27.94,980.68,60.112,2021/08/20 03:19:52
machine02,27.13,980.516,62.714,2021/08/20 03:19:54
machine01,27.75,980.763,59.475,2021/08/20 03:19:55
machine03,27.94,980.679,60.146,2021/08/20 03:19:57
machine02,27.13,980.527,62.761,2021/08/20 03:19:59
machine01,27.75,980.725,59.486,2021/08/20 03:20:00
machine03,27.96,980.712,60.138,2021/08/20 03:20:02
machine02,27.16,980.556,62.659,2021/08/20 03:20:04
machine01,27.75,980.745,59.475,2021/08/20 03:20:05
machine03,27.95,980.662,60.16,2021/08/20 03:20:07
machine02,27.18,980.545,62.639,2021/08/20 03:20:09
machine01,27.74,980.741,59.475,2021/08/20 03:20:10
machine03,27.96,980.695,60.139,2021/08/20 03:20:12
machine02,27.15,980.516,62.67,2021/08/20 03:20:14
machine01,27.75,980.763,59.475,2021/08/20 03:20:15
machine03,27.95,980.674,60.113,2021/08/20 03:20:17
machine02,27.16,980.533,62.729,2021/08/20 03:20:19
machine01,27.75,980.722,59.464,2021/08/20 03:20:20
machine03,27.94,980.659,60.148,2021/08/20 03:20:22
machine02,27.18,980.527,62.698,2021/08/20 03:20:24
machine01,27.74,980.707,59.462,2021/08/20 03:20:25
machine03,27.94,980.663,60.193,2021/08/20 03:20:27
machine02,27.17,980.523,62.659,2021/08/20 03:20:29
machine01,27.74,980.718,59.475,2021/08/20 03:20:30
machine03,27.94,980.672,60.182,2021/08/20 03:20:32
machine02,27.15,980.511,62.67,2021/08/20 03:20:34
machine01,27.75,980.72,59.475,2021/08/20 03:20:35
machine03,27.94,980.684,60.182,2021/08/20 03:20:37
machine02,27.17,980.484,62.612,2021/08/20 03:20:39
machine01,27.75,980.727,59.475,2021/08/20 03:20:40
machine03,27.94,980.701,60.148,2021/08/20 03:20:42
machine02,27.17,980.518,62.648,2021/08/20 03:20:44
machine01,27.74,980.7,59.475,2021/08/20 03:20:45
machine03,27.95,980.664,60.16,2021/08/20 03:20:47
machine02,27.16,980.516,62.659,2021/08/20 03:20:49
machine01,27.74,980.718,59.475,2021/08/20 03:20:50
machine03,27.94,980.67,60.17,2021/08/20 03:20:52
machine02,27.15,980.511,62.67,2021/08/20 03:20:54
machine01,27.74,980.715,59.473,2021/08/20 03:20:55
machine03,27.93,980.676,60.192,2021/08/20 03:20:57
machine02,27.15,980.502,62.692,2021/08/20 03:20:59
machine01,27.74,980.693,59.475,2021/08/20 03:21:00
machine03,27.93,980.669,60.181,2021/08/20 03:21:02
machine02,27.14,980.539,62.727,2021/08/20 03:21:04
machine01,27.75,980.686,59.475,2021/08/20 03:21:05
machine03,27.92,980.65,60.18,2021/08/20 03:21:07
machine02,27.16,980.502,62.729,2021/08/20 03:21:09
machine01,27.75,980.727,59.486,2021/08/20 03:21:10
machine03,27.91,980.67,60.202,2021/08/20 03:21:12
machine02,27.17,980.477,62.673,2021/08/20 03:21:14
machine01,27.74,980.693,59.486,2021/08/20 03:21:15
machine03,27.92,980.668,60.192,2021/08/20 03:21:17
machine02,27.18,980.491,62.649,2021/08/20 03:21:19
machine01,27.74,980.673,59.475,2021/08/20 03:21:20
machine03,27.93,980.698,60.204,2021/08/20 03:21:22
machine02,27.18,980.495,62.603,2021/08/20 03:21:24
machine01,27.74,980.691,59.475,2021/08/20 03:21:25
machine03,27.91,980.678,60.238,2021/08/20 03:21:27
machine02,27.2,980.515,62.547,2021/08/20 03:21:29
machine01,27.75,980.725,59.475,2021/08/20 03:21:30
machine03,27.93,980.691,60.228,2021/08/20 03:21:32
machine02,27.2,980.515,62.489,2021/08/20 03:21:34
machine01,27.74,980.697,59.475,2021/08/20 03:21:35
machine03,27.93,980.669,60.216,2021/08/20 03:21:37
machine02,27.19,980.486,62.545,2021/08/20 03:21:39
machine01,27.74,980.7,59.475,2021/08/20 03:21:40
machine03,27.93,980.682,60.204,2021/08/20 03:21:42
machine02,27.19,980.48,62.545,2021/08/20 03:21:44
machine01,27.74,980.716,59.475,2021/08/20 03:21:45
machine03,27.93,980.689,60.192,2021/08/20 03:21:47
machine02,27.17,980.508,62.591,2021/08/20 03:21:49
machine01,27.74,980.705,59.475,2021/08/20 03:21:50
machine03,27.93,980.66,60.157,2021/08/20 03:21:52
machine02,27.15,980.506,62.657,2021/08/20 03:21:54
machine01,27.75,980.709,59.462,2021/08/20 03:21:55
machine03,27.93,980.648,60.181,2021/08/20 03:21:57
machine02,27.15,980.505,62.705,2021/08/20 03:21:59
machine01,27.75,980.733,59.476,2021/08/20 03:22:00
machine03,27.93,980.66,60.134,2021/08/20 03:22:02
machine02,27.15,980.509,62.692,2021/08/20 03:22:04
machine01,27.75,980.708,59.475,2021/08/20 03:22:05
machine03,27.94,980.646,60.182,2021/08/20 03:22:07
machine02,27.14,980.498,62.691,2021/08/20 03:22:09
machine01,27.75,980.724,59.475,2021/08/20 03:22:10
machine03,27.93,980.687,60.146,2021/08/20 03:22:12
machine02,27.16,980.497,62.729,2021/08/20 03:22:14
machine01,27.75,980.74,59.475,2021/08/20 03:22:15
machine03,27.93,980.676,60.216,2021/08/20 03:22:17
machine02,27.16,980.487,62.683,2021/08/20 03:22:19
machine01,27.75,980.755,59.475,2021/08/20 03:22:20
machine03,27.93,980.701,60.192,2021/08/20 03:22:22
machine01,27.75,980.71,59.475,2021/08/20 03:22:25
machine02,27.14,980.49,62.703,2021/08/20 03:22:25
machine03,27.95,980.671,60.138,2021/08/20 03:22:27
machine01,27.75,980.726,59.462,2021/08/20 03:22:30
machine02,27.13,980.522,62.737,2021/08/20 03:22:30
machine03,27.94,980.664,60.16,2021/08/20 03:22:32
machine01,27.75,980.713,59.475,2021/08/20 03:22:35
machine02,27.13,980.491,62.726,2021/08/20 03:22:35
machine03,27.95,980.682,60.138,2021/08/20 03:22:37
machine01,27.75,980.7,59.475,2021/08/20 03:22:40
machine02,27.16,980.475,62.683,2021/08/20 03:22:40
machine03,27.94,980.672,60.137,2021/08/20 03:22:42
machine01,27.75,980.727,59.475,2021/08/20 03:22:45
machine02,27.16,980.508,62.706,2021/08/20 03:22:45
machine03,27.94,980.707,60.158,2021/08/20 03:22:47
machine01,27.74,980.703,59.475,2021/08/20 03:22:50
machine02,27.13,980.493,62.737,2021/08/20 03:22:50
machine03,27.96,980.673,60.115,2021/08/20 03:22:52
machine01,27.74,980.714,59.473,2021/08/20 03:22:55
machine02,27.14,980.503,62.703,2021/08/20 03:22:55
machine03,27.97,980.681,60.081,2021/08/20 03:22:57
machine02,27.14,980.492,62.726,2021/08/20 03:23:00
machine01,27.75,980.71,59.475,2021/08/20 03:23:00
